RowID,OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,CustomerType,Country,City,State,PostalCode,Region,ProductID,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit,ProductPrice,SupplierPrice,SalesID
2584,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,1242.0,3,0.0,447.0,413.0,265.0,S0000002584
2585,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,18798.0,2,0.0,5263.0,9399.0,6767.0,S0000002585
2586,CA-2015-121041,2015-11-03,2015-11-10,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Haltom City,Texas,76117,Central,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",660.0,2,0.2,214.0,413.0,223.0,S0000002586
2587,CA-2017-131695,2017-06-30,2017-07-06,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,24857.0,7,0.0,6711.0,3551.0,2592.0,S0000002587
2588,CA-2017-131695,2017-06-30,2017-07-06,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10024,East,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",2223.0,1,0.0,978.0,2223.0,1245.0,S0000002588
2589,CA-2016-137729,2016-05-05,2016-05-09,Standard Class,BF-11005,Barry Franz,Home Office,United States,Los Angeles,California,90004,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",598.0,1,0.0,101.0,598.0,496.0,S0000002589
2590,CA-2016-137729,2016-05-05,2016-05-09,Standard Class,BF-11005,Barry Franz,Home Office,United States,Los Angeles,California,90004,West,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,24616.0,3,0.2,2153.0,10257.0,7488.0,S0000002590
2591,US-2016-115455,2016-09-08,2016-09-14,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Wheeling,Illinois,60090,Central,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",1413.0,2,0.6,-777.0,1767.0,1096.0,S0000002591
2592,US-2016-115455,2016-09-08,2016-09-14,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Wheeling,Illinois,60090,Central,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,60147.0,3,0.5,-30073.0,40098.0,30074.0,S0000002592
2593,CA-2017-128300,2017-11-24,2017-11-26,Second Class,RS-19765,Roland Schwarz,Corporate,United States,Summerville,South Carolina,29483,South,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,7909.0,2,0.0,3954.0,3954.0,1977.0,S0000002593
2594,CA-2017-128300,2017-11-24,2017-11-26,Second Class,RS-19765,Roland Schwarz,Corporate,United States,Summerville,South Carolina,29483,South,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",32784.0,8,0.0,15736.0,4098.0,2131.0,S0000002594
2595,CA-2017-149048,2017-05-13,2017-05-17,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201,Central,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,18096.0,2,0.0,8143.0,9048.0,4976.0,S0000002595
2596,CA-2017-149048,2017-05-13,2017-05-17,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,91497.0,3,0.0,41173.0,30499.0,16774.0,S0000002596
2597,CA-2017-149048,2017-05-13,2017-05-17,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201,Central,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,58797.0,3,0.0,15875.0,19599.0,14307.0,S0000002597
2598,CA-2017-149048,2017-05-13,2017-05-17,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,53034.0,2,0.0,9546.0,26517.0,21744.0,S0000002598
2599,CA-2017-149048,2017-05-13,2017-05-17,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201,Central,OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),1494.0,3,0.0,732.0,498.0,254.0,S0000002599
2600,CA-2017-108553,2017-04-23,2017-04-29,Standard Class,SK-19990,Sally Knutson,Consumer,United States,New York City,New York,10024,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,12194.0,2,0.0,3536.0,6097.0,4329.0,S0000002600
2601,CA-2017-108553,2017-04-23,2017-04-29,Standard Class,SK-19990,Sally Knutson,Consumer,United States,New York City,New York,10024,East,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",12271.0,7,0.0,3681.0,1753.0,1227.0,S0000002601
2602,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,1494.0,3,0.0,702.0,498.0,264.0,S0000002602
2603,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,TEC-MA-10003356,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,134985.0,3,0.0,36445.0,44995.0,32846.0,S0000002603
2604,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,13678.0,1,0.2,512.0,17098.0,13165.0,S0000002604
2605,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",6112.0,4,0.0,2078.0,1528.0,1008.0,S0000002605
2606,CA-2014-112718,2014-12-16,2014-12-21,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,116.0,1,0.7,-85.0,389.0,202.0,S0000002606
2607,CA-2016-154053,2016-03-04,2016-03-10,Standard Class,MG-17890,Michael Granlund,Home Office,United States,San Diego,California,92024,West,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,1698.0,1,0.0,492.0,1698.0,1206.0,S0000002607
2608,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,2467.0,3,0.2,0.0,1028.0,822.0,S0000002608
2609,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,OFF-LA-10001317,Office Supplies,Labels,Avery 520,252.0,1,0.2,88.0,315.0,164.0,S0000002609
2610,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,121873.0,5,0.3,-12187.0,34821.0,26812.0,S0000002610
2611,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,OFF-LA-10000248,Office Supplies,Labels,Avery 52,590.0,2,0.2,199.0,369.0,196.0,S0000002611
2612,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,1569.0,3,0.2,510.0,654.0,353.0,S0000002612
2613,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",609.0,3,0.6,-396.0,508.0,335.0,S0000002613
2614,CA-2016-137204,2016-04-28,2016-05-05,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Los Angeles,California,90045,West,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",4156.0,2,0.2,259.0,2598.0,1948.0,S0000002614
2615,CA-2014-147298,2014-04-26,2014-05-03,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,23028.0,3,0.2,2302.0,9595.0,6908.0,S0000002615
2616,CA-2014-147298,2014-04-26,2014-05-03,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",1828.0,6,0.2,571.0,381.0,210.0,S0000002616
2617,CA-2017-147942,2017-04-01,2017-04-05,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10003663,Office Supplies,Labels,Avery 498,578.0,2,0.0,271.0,289.0,153.0,S0000002617
2618,CA-2017-147942,2017-04-01,2017-04-05,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,12168.0,13,0.2,3802.0,1170.0,644.0,S0000002618
2619,CA-2017-115931,2017-12-22,2017-12-26,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,417.0,3,0.0,108.0,139.0,103.0,S0000002619
2620,CA-2017-115931,2017-12-22,2017-12-26,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",6704.0,4,0.2,670.0,2095.0,1508.0,S0000002620
2621,CA-2017-115931,2017-12-22,2017-12-26,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,3732.0,3,0.0,1044.0,1244.0,896.0,S0000002621
2622,CA-2017-115931,2017-12-22,2017-12-26,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,OFF-LA-10001404,Office Supplies,Labels,Avery 517,1845.0,5,0.0,867.0,369.0,196.0,S0000002622
2623,CA-2014-164861,2014-12-03,2014-12-06,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,63116,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,2592.0,4,0.0,1244.0,648.0,337.0,S0000002623
2624,CA-2017-127180,2017-10-22,2017-10-24,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,1119996.0,4,0.2,391998.0,349999.0,181999.0,S0000002624
2625,CA-2017-127180,2017-10-22,2017-10-24,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,239960.0,8,0.0,64789.0,29995.0,21896.0,S0000002625
2626,CA-2017-127180,2017-10-22,2017-10-24,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,6390.0,5,0.0,2875.0,1278.0,703.0,S0000002626
2627,CA-2017-127180,2017-10-22,2017-10-24,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,5299.0,1,0.0,52.0,5299.0,5246.0,S0000002627
2628,US-2017-165344,2017-11-13,2017-11-15,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,6086.0,4,0.2,912.0,1902.0,1293.0,S0000002628
2629,US-2017-165344,2017-11-13,2017-11-15,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,TEC-MA-10002210,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,65299.0,7,0.7,-93595.0,31095.0,22699.0,S0000002629
2630,US-2017-165344,2017-11-13,2017-11-15,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,1122.0,10,0.7,-748.0,374.0,187.0,S0000002630
2631,CA-2015-168186,2015-09-10,2015-09-15,Standard Class,AB-10150,Aimee Bixby,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,1494.0,3,0.0,702.0,498.0,264.0,S0000002631
2632,US-2017-110604,2017-05-15,2017-05-20,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,3996.0,2,0.0,1718.0,1998.0,1139.0,S0000002632
2633,US-2017-110604,2017-05-15,2017-05-20,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,4262.0,2,0.2,426.0,2664.0,1918.0,S0000002633
2634,US-2017-110604,2017-05-15,2017-05-20,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,22096.0,1,0.2,2485.0,27620.0,19610.0,S0000002634
2635,CA-2015-116750,2015-07-05,2015-07-10,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,492.0,2,0.2,73.0,308.0,209.0,S0000002635
2636,CA-2015-116750,2015-07-05,2015-07-10,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,723.0,5,0.7,-578.0,482.0,260.0,S0000002636
2637,CA-2015-162369,2015-08-15,2015-08-19,Standard Class,TT-21265,Tim Taslimi,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,32310.0,2,0.0,6138.0,16155.0,13086.0,S0000002637
2638,CA-2017-108441,2017-06-12,2017-06-18,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",1904.0,4,0.0,932.0,476.0,243.0,S0000002638
2639,CA-2017-108441,2017-06-12,2017-06-18,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,1312.0,3,0.2,426.0,547.0,295.0,S0000002639
2640,CA-2017-108441,2017-06-12,2017-06-18,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,6414.0,3,0.0,1667.0,2138.0,1582.0,S0000002640
2641,CA-2017-108441,2017-06-12,2017-06-18,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,85824.0,4,0.1,14304.0,23840.0,17880.0,S0000002641
2642,CA-2015-169740,2015-02-20,2015-02-25,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Hot Springs,Arkansas,71901,South,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,2999.0,1,0.0,299.0,2999.0,2699.0,S0000002642
2643,CA-2016-124051,2016-12-29,2016-12-30,First Class,KA-16525,Kelly Andreada,Consumer,United States,Aurora,Illinois,60505,Central,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,18604.0,6,0.2,6744.0,3876.0,1977.0,S0000002643
2644,CA-2016-149111,2016-04-17,2016-04-21,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10003092,Technology,Phones,Motorola L804,3679.0,1,0.2,413.0,4599.0,3265.0,S0000002644
2645,CA-2016-149111,2016-04-17,2016-04-21,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",1862.0,8,0.2,628.0,291.0,154.0,S0000002645
2646,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",5769.0,3,0.0,2365.0,1923.0,1135.0,S0000002646
2647,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",4281.0,3,0.0,2012.0,1427.0,756.0,S0000002647
2648,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,1296.0,2,0.0,622.0,648.0,337.0,S0000002648
2649,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",82188.0,6,0.0,21368.0,13697.0,10137.0,S0000002649
2650,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,10485.0,3,0.0,2830.0,3495.0,2551.0,S0000002650
2651,US-2016-146794,2016-09-26,2016-10-01,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Hesperia,California,92345,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,42495.0,5,0.15,1999.0,9999.0,8098.0,S0000002651
2652,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,1077.0,3,0.2,350.0,449.0,242.0,S0000002652
2653,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",1178.0,3,0.2,427.0,491.0,250.0,S0000002653
2654,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,16488.0,3,0.0,8079.0,5496.0,2803.0,S0000002654
2655,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,FUR-BO-10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",129294.0,3,0.0,7757.0,43098.0,40512.0,S0000002655
2656,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",2558.0,2,0.2,895.0,1599.0,831.0,S0000002656
2657,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",26174.0,2,0.0,6543.0,13087.0,9815.0,S0000002657
2658,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-LA-10001175,Office Supplies,Labels,Avery 514,1440.0,5,0.0,705.0,288.0,147.0,S0000002658
2659,CA-2016-150343,2016-08-16,2016-08-20,Standard Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94110,West,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,1086.0,3,0.0,510.0,362.0,192.0,S0000002659
2660,CA-2015-135538,2015-12-24,2015-12-28,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Gilbert,Arizona,85234,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,88384.0,4,0.2,9943.0,27620.0,19610.0,S0000002660
2661,CA-2017-123372,2017-11-28,2017-12-02,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,197989.0,11,0.0,49497.0,17999.0,13499.0,S0000002661
2662,CA-2017-123372,2017-11-28,2017-12-02,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",7995.0,2,0.0,3598.0,3997.0,2199.0,S0000002662
2663,CA-2017-159604,2017-04-14,2017-04-15,First Class,CL-12700,Craig Leslie,Home Office,United States,Springfield,Missouri,65807,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,876.0,2,0.0,420.0,438.0,227.0,S0000002663
2664,CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,398.0,1,0.2,129.0,498.0,269.0,S0000002664
2665,CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,37062.0,3,0.4,-14207.0,20590.0,17090.0,S0000002665
2666,CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,274.0,2,0.7,-201.0,457.0,238.0,S0000002666
2667,CA-2016-111794,2016-10-01,2016-10-01,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,7951.0,3,0.2,2087.0,3313.0,1955.0,S0000002667
2668,CA-2016-111794,2016-10-01,2016-10-01,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,2835.0,1,0.2,956.0,3544.0,1878.0,S0000002668
2669,US-2015-139759,2015-08-25,2015-08-30,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",4078.0,1,0.2,458.0,5098.0,3620.0,S0000002669
2670,US-2015-139759,2015-08-25,2015-08-30,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,10596.0,4,0.0,2966.0,2649.0,1907.0,S0000002670
2671,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,16644.0,3,0.0,7989.0,5548.0,2885.0,S0000002671
2672,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,78588.0,6,0.0,21218.0,13097.0,9562.0,S0000002672
2673,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,2620.0,2,0.0,1283.0,1310.0,668.0,S0000002673
2674,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,132585.0,5,0.0,23865.0,26517.0,21744.0,S0000002674
2675,CA-2017-136875,2017-12-03,2017-12-03,Same Day,TC-21295,Toby Carlisle,Consumer,United States,San Diego,California,92024,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,16644.0,3,0.0,7989.0,5548.0,2885.0,S0000002675
2676,CA-2017-132185,2017-11-27,2017-12-02,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,876.0,5,0.2,76.0,219.0,160.0,S0000002676
2677,CA-2017-132185,2017-11-27,2017-12-02,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,4358.0,1,0.2,435.0,5448.0,3922.0,S0000002677
2678,US-2014-160780,2014-06-21,2014-06-21,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001,West,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",1108.0,7,0.7,-813.0,528.0,275.0,S0000002678
2679,US-2014-160780,2014-06-21,2014-06-21,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001,West,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",2516.0,2,0.7,-1677.0,4194.0,2097.0,S0000002679
2680,CA-2017-127026,2017-01-21,2017-01-27,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,1440.0,5,0.0,705.0,288.0,147.0,S0000002680
2681,CA-2017-127026,2017-01-21,2017-01-27,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,61995.0,5,0.0,11159.0,12399.0,10167.0,S0000002681
